index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4987,Little BitTimeflies,Timeflies,Little Bit,"['dance pop', 'indie pop rap', 'indie poptimism', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",6nAehrYnxE6tnaTjlKRTI2,https://p.scdn.co/mp3-preview/e537bb6a9e68749dcc517921949696454cf9c0bf?cid=b8d3901151d34489a160e3cf0ab1fa94,163331.0,47.0,True,0.845,0.531,11.0,-5.609,1.0,0.196,0.121,0.0,0.097,0.39,98.04,4.0
4988,Fear InoculumTool,Tool,Fear Inoculum,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'post-grunge', 'post-metal', 'progressive metal', 'progressive rock', 'rock']",39zWYYZStDgWi32sOU9AX4,https://p.scdn.co/mp3-preview/4b0bc0c5cfd0f222cc3a5f224bb07ea4224a43f5?cid=b8d3901151d34489a160e3cf0ab1fa94,620101.0,71.0,False,0.313,0.584,7.0,-10.091,1.0,0.0415,0.000824,0.52,0.0529,0.159,87.894,4.0
4989,Love Won't Sleep (Kill Them With Colour Remix)Lostboycrow,Lostboycrow,Love Won't Sleep (Kill Them With Colour Remix),"['electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'pop edm']",4JReE8D7DBunaQ9xsIlgQG,https://p.scdn.co/mp3-preview/42458f007c2ea5b5a2feb71ab46f2ad3c5181969?cid=b8d3901151d34489a160e3cf0ab1fa94,192727.0,24.0,False,0.637,0.649,8.0,-6.101,0.0,0.044,0.191,0.00226,0.181,0.335,131.935,4.0
4990,Fast CarTracy Chapman,Tracy Chapman,Fast Car,"['folk', 'lilith', 'pop rock', 'singer-songwriter']",2M9ro2krNb7nr7HSprkEgo,https://p.scdn.co/mp3-preview/d7c7088e15ff83fd4352fa675f52e29986671b0c?cid=b8d3901151d34489a160e3cf0ab1fa94,296800.0,77.0,False,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,4.0
4991,I Will Not Be AfraidCaroline Rose,Caroline Rose,I Will Not Be Afraid,"['indie surf', 'new americana', 'vermont indie']",0sgIcjfO06ONXqbKUT31uM,https://p.scdn.co/mp3-preview/a0cd1f04a6c657a429aa5100311d5ee064118189?cid=b8d3901151d34489a160e3cf0ab1fa94,146413.0,23.0,False,0.731,0.732,2.0,-5.465,1.0,0.0433,0.0831,0.0,0.287,0.643,107.936,4.0
4992,High HopesPink Floyd,Pink Floyd,High Hopes,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",5a4MgIUSf9K8wXLSm6xPEx,https://p.scdn.co/mp3-preview/d0e00dcb03a92ed4e634ba77dac05fd32f53d8d0?cid=b8d3901151d34489a160e3cf0ab1fa94,510964.0,60.0,False,0.52,0.411,0.0,-12.536,0.0,0.025,0.202,0.153,0.351,0.28,75.235,4.0
4993,Christmas At Ground ZeroWeird Al Yankovic,Weird Al Yankovic,Christmas At Ground Zero,"['antiviral pop', 'comedy rock', 'comic', 'parody']",79nOKa4cC3oMkzJT2kL0Jk,https://p.scdn.co/mp3-preview/01f3a71e202ef20f658655738dc489a1ce26c0c4?cid=b8d3901151d34489a160e3cf0ab1fa94,189213.0,41.0,False,0.573,0.62,9.0,-10.866,1.0,0.0289,0.389,0.0,0.155,0.816,150.944,4.0
4994,Shoot High Aim LowYes,Yes,Shoot High Aim Low,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",5VL5iChOudjCNAH6aBTxiZ,https://p.scdn.co/mp3-preview/1ed5e00146080877bb718c2f929d1511e98d5462?cid=b8d3901151d34489a160e3cf0ab1fa94,419800.0,36.0,False,0.272,0.675,2.0,-10.08,1.0,0.0433,0.0344,0.00553,0.0858,0.447,92.716,4.0
4995,Cypress QueenThe Last Bison,The Last Bison,Cypress Queen,"['chamber pop', 'hampton roads indie', 'stomp and holler']",4E3OQc3NdPIoIlir4aDFbe,https://p.scdn.co/mp3-preview/c18d4a2228a13f221bafe545aa0cdc7f7186e789?cid=b8d3901151d34489a160e3cf0ab1fa94,267540.0,37.0,False,0.496,0.429,11.0,-10.513,0.0,0.0296,0.0415,0.0,0.0831,0.432,61.87,4.0
4996,You Don't Know Me (feat Regina Spektor)Ben Folds,Ben Folds,You Don't Know Me (feat Regina Spektor),"['indie pop', 'permanent wave', 'piano rock']",1rihwqlxLr1kL7zg5193FF,https://p.scdn.co/mp3-preview/f657d95d9fc6b7e58afc33901937eff619ef22bf?cid=b8d3901151d34489a160e3cf0ab1fa94,189693.0,49.0,True,0.807,0.458,7.0,-4.989,1.0,0.0419,0.443,2.44e-06,0.0827,0.829,87.081,4.0
4997,Altered StatesMC Lars,MC Lars,Altered States,"['comic', 'nerdcore']",5HnhwxDvrNMH9qGEQzKnwD,https://p.scdn.co/mp3-preview/2efd56df4b23cc729da574eedb0bec47fc7df34f?cid=b8d3901151d34489a160e3cf0ab1fa94,211071.0,22.0,False,0.907,0.698,4.0,-6.146,0.0,0.0736,0.0454,0.0,0.281,0.833,109.986,4.0
4998,Love Is An Open DoorKristen Bell,Kristen Bell,Love Is An Open Door,"['disney', 'hollywood']",3IPnBzGRMg6BfViFxxa0Gq,,124733.0,70.0,False,0.737,0.637,6.0,-6.308,0.0,0.0735,0.262,0.0,0.319,0.537,100.033,4.0
4999,Get Your Filthy Hands Off My DesertPink Floyd,Pink Floyd,Get Your Filthy Hands Off My Desert,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",4HNZRr43gqpPjMuB6m1Ydf,https://p.scdn.co/mp3-preview/50caf4e8ecbab956c88bb62630b6435e5c7705d8?cid=b8d3901151d34489a160e3cf0ab1fa94,76906.0,40.0,False,0.364,0.152,7.0,-20.789,1.0,0.0882,0.812,0.00141,0.0909,0.48,83.327,3.0
5000,Bored + LazyJamaican Queens,Jamaican Queens,Bored + Lazy,[],0agsXakZAKWjnmkNAYVL6Q,https://p.scdn.co/mp3-preview/855d2fda94e1c0834486e59c2946239f16dbe882?cid=b8d3901151d34489a160e3cf0ab1fa94,260333.0,29.0,False,0.851,0.334,6.0,-6.093,1.0,0.042,0.00206,0.000553,0.0861,0.425,129.967,4.0
5001,Mind EraserThe Black Keys,The Black Keys,Mind Eraser,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",0hzBN7DGgtjBsTyZwTTKRS,https://p.scdn.co/mp3-preview/dfc4c8668d0f28fe7ee928156ec033ac73b9e334?cid=b8d3901151d34489a160e3cf0ab1fa94,194586.0,53.0,False,0.557,0.586,11.0,-5.743,0.0,0.0268,0.019,0.187,0.156,0.569,104.636,4.0
5002,The World That She Sees - Remastered VersionTrans-Siberian Orchestra,Trans-Siberian Orchestra,The World That She Sees - Remastered Version,,,,,,,,,,,,,,,,,,
5003,Blue Monday - 2016 Remastered VersionNew Order,New Order,Blue Monday - 2016 Remastered Version,"['alternative rock', 'art rock', 'britpop', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",,,,,,,,,,,,,,,,,
5004,The Road to LifeMonocle Twins,Monocle Twins,The Road to Life,['background music'],5IQzw8udPzrhEA5FPB0MaU,https://p.scdn.co/mp3-preview/1e6f0b7f8eabafa0fe7baa82716b190dbd754285?cid=b8d3901151d34489a160e3cf0ab1fa94,231941.0,57.0,False,0.476,0.504,0.0,-9.314,1.0,0.026,0.373,0.874,0.109,0.0925,66.044,4.0
5005,The Air That I Breathe - 2008 Remastered VersionThe Hollies,The Hollies,The Air That I Breathe - 2008 Remastered Version,"['adult standards', 'album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",,,,,,,,,,,,,,,,,
5006,I Beenberhana,berhana,I Been,"['alternative r&b', 'indie r&b', 'indie soul']",1k3batDg2rqg6NjXWDDgsM,,176610.0,49.0,False,0.731,0.458,0.0,-10.377,1.0,0.0396,0.31,3.15e-06,0.104,0.654,103.955,4.0
5007,Bank of the RiverBishop Gunn,Bishop Gunn,Bank of the River,['mississippi indie'],2Toff8R5GgQfU008uwBV7o,https://p.scdn.co/mp3-preview/3c0f3913e6ca591fb1981d5b3e60a208f3bd8167?cid=b8d3901151d34489a160e3cf0ab1fa94,272506.0,28.0,False,0.402,0.84,11.0,-5.518,0.0,0.112,0.179,0.000245,0.168,0.62,150.065,4.0
5008,In Your HeadEminem,Eminem,In Your Head,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",5qykEZTHAcplCLrynoLRnN,,182640.0,63.0,True,0.647,0.778,1.0,-5.257,1.0,0.224,0.00164,0.0,0.389,0.252,82.918,4.0
5009,For YouSerena Ryder,Serena Ryder,For You,"['canadian indie', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'ontario indie', 'pop quebecois']",0nCw9TPZa3EFzrl4zVeFE5,https://p.scdn.co/mp3-preview/d4a23086c07e209aed79bd7fa2684a5acf932eb1?cid=b8d3901151d34489a160e3cf0ab1fa94,244960.0,32.0,False,0.578,0.728,3.0,-6.151,0.0,0.0351,0.0276,0.000824,0.18,0.504,112.473,3.0
5010,CannonballDirtwire,Dirtwire,Cannonball,['alternative americana'],6a05d7qTgbrVsnHx3Ai76m,https://p.scdn.co/mp3-preview/54d2b27c49507a01d534d76d56ca880f8a78c8ef?cid=b8d3901151d34489a160e3cf0ab1fa94,264198.0,33.0,False,0.771,0.356,2.0,-11.444,1.0,0.0697,0.44,0.00574,0.295,0.329,126.008,4.0
5011,Rooms On FireStevie Nicks,Stevie Nicks,Rooms On Fire,"['album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0QVlQTzp10Tj4Xql9ZRJzo,https://p.scdn.co/mp3-preview/06a4c249e80a18712f00b27eed15ce4711ea3db5?cid=b8d3901151d34489a160e3cf0ab1fa94,274520.0,55.0,False,0.615,0.921,9.0,-4.676,0.0,0.041,0.0731,0.000179,0.443,0.744,126.947,4.0
5012,I Fall ApartPost Malone,Post Malone,I Fall Apart,"['dfw rap', 'melodic rap', 'rap']",75ZvA4QfFiZvzhj2xkaWAh,,223346.0,85.0,True,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,4.0
5013,Hard DrugsStick Figure,Stick Figure,Hard Drugs,['reggae fusion'],36nZQ0PYMQ1V8x3S2h60Wg,https://p.scdn.co/mp3-preview/b4f3b82861ae29b6c2758d6d333634a8ff3ba0db?cid=b8d3901151d34489a160e3cf0ab1fa94,251285.0,39.0,False,0.716,0.773,9.0,-5.861,1.0,0.0477,0.116,0.63,0.205,0.813,94.498,4.0
5014,A Song For YouDonny Hathaway,Donny Hathaway,A Song For You,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul', 'vocal jazz']",5spAjqC772iC2KzDvEkmSr,https://p.scdn.co/mp3-preview/03420ade331114ca526cc3cbc7fc7a71f11f045e?cid=b8d3901151d34489a160e3cf0ab1fa94,325946.0,65.0,False,0.315,0.22,5.0,-13.156,1.0,0.037,0.822,0.000211,0.245,0.0723,88.045,4.0
5015,BelieveEminem,Eminem,Believe,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",4iTyf5pLZMOR8YrEZgSopo,,315346.0,65.0,True,0.884,0.492,1.0,-5.343,0.0,0.112,0.16,0.0,0.359,0.11,130.072,4.0
5016,Gimme ShelterThe Rolling Stones,The Rolling Stones,Gimme Shelter,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6H3kDe7CGoWYBabAeVWGiD,,270773.0,76.0,False,0.634,0.63,1.0,-8.277,0.0,0.031,0.447,0.039,0.17,0.489,118.628,4.0
5017,(Everybody's Waitin' for) the Man With the Bag - RemasteredKay Starr,Kay Starr,(Everybody's Waitin' for) the Man With the Bag - Remastered,"['adult standards', 'big band', 'brill building pop', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",7azp0ySqPkkXHi9M9aeg3T,,162333.0,74.0,False,0.672,0.355,7.0,-7.645,1.0,0.06,0.493,3.97e-05,0.156,0.79,141.487,4.0
5018,Ain't No AngelRon Pope,Ron Pope,Ain't No Angel,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",6ATkdQDvgPt8W06XPjcB8Z,https://p.scdn.co/mp3-preview/0367be18a47088f82a80e564ce9dc5656576cc6b?cid=b8d3901151d34489a160e3cf0ab1fa94,223157.0,44.0,False,0.545,0.776,0.0,-2.005,1.0,0.0439,0.281,0.00027,0.195,0.603,76.051,4.0
5019,Downtown TrainRod Stewart,Rod Stewart,Downtown Train,"['adult standards', 'mellow gold', 'soft rock']",5XJzh2c0roCc6GDs8PrILx,https://p.scdn.co/mp3-preview/d597ff73c3a7fa973b3bf9efe11988c2cfc3ebcd?cid=b8d3901151d34489a160e3cf0ab1fa94,279413.0,52.0,False,0.527,0.584,10.0,-7.965,1.0,0.0314,0.0878,0.000103,0.117,0.271,114.941,4.0
5020,How I Want YaHudson Thames,Hudson Thames,How I Want Ya,['la pop'],2awGKnr0saaZHGJQ8bAQdC,,178160.0,49.0,False,0.619,0.54,1.0,-5.726,1.0,0.0706,0.000457,0.0,0.106,0.623,201.913,3.0
5021,Twice As HardThe Black Crowes,The Black Crowes,Twice As Hard,"['album rock', 'alternative rock', 'blues rock', 'classic rock', 'hard rock', 'jam band', 'pop rock', 'post-grunge', 'rock', 'roots rock', 'southern rock']",4nJlfdLIucLBkXEJPsSCSp,,249533.0,55.0,False,0.373,0.851,0.0,-3.562,1.0,0.0454,0.112,0.000282,0.275,0.51,173.094,4.0
5022,Take Me Home TonightEddie Money,Eddie Money,Take Me Home Tonight,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",7b4yGtR0rujvLi5EBfKKJ2,https://p.scdn.co/mp3-preview/3d9c88b1db62fee1c9e999f15d839be95265a234?cid=b8d3901151d34489a160e3cf0ab1fa94,211160.0,67.0,False,0.608,0.768,1.0,-9.911,1.0,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,4.0
5023,Negative SpaceAlex Frankel,Alex Frankel,Negative Space,[],7HnchKYj7p3nZpGxQiywQ4,https://p.scdn.co/mp3-preview/164e779b790b356045bb4aff55abe2919a07599c?cid=b8d3901151d34489a160e3cf0ab1fa94,238926.0,36.0,False,0.76,0.649,5.0,-7.081,0.0,0.0429,0.072,0.0131,0.0748,0.714,103.963,4.0
5024,El PasoMarty Robbins,Marty Robbins,El Paso,"['cowboy western', 'nashville sound']",4f8hBeMXMvssn6HtFAtblo,https://p.scdn.co/mp3-preview/0bde321c4359f861ff60b39354607e4a97f2acd1?cid=b8d3901151d34489a160e3cf0ab1fa94,259306.0,62.0,False,0.654,0.452,2.0,-9.709,1.0,0.03,0.835,2.89e-05,0.16,0.691,106.662,3.0
5025,D-R-U-N-KRoger Alan Wade,Roger Alan Wade,D-R-U-N-K,[],3wKabUXGWRUJZsW2eun3Tl,https://p.scdn.co/mp3-preview/82519b6b3e45d5363b95378b99b9d18d6c1ba214?cid=b8d3901151d34489a160e3cf0ab1fa94,90630.0,23.0,True,0.551,0.297,4.0,-8.953,1.0,0.0339,0.687,0.0,0.112,0.688,147.283,4.0
5026,Down to the River to PrayAlison Krauss,Alison Krauss,Down to the River to Pray,"['bluegrass', 'folk', 'lilith', 'progressive bluegrass', 'traditional folk']",3WJ8xIHrNTtP5YsXOqqyml,,176360.0,57.0,False,0.542,0.215,4.0,-11.795,1.0,0.0736,0.948,0.0,0.301,0.601,131.976,4.0
5027,Romantic GarbageArlo Parks,Arlo Parks,Romantic Garbage,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",1mkvfjW9kX5fbSLfubdz2U,https://p.scdn.co/mp3-preview/b1d4c9f8b5119fc16c326bbfae5251dbd5b5c191?cid=b8d3901151d34489a160e3cf0ab1fa94,171384.0,44.0,True,0.575,0.331,7.0,-13.184,1.0,0.406,0.462,0.387,0.1,0.515,83.931,4.0
5028,Classroom NapsSoft Eyez,Soft Eyez,Classroom Naps,[],2lv968At8Z3Z92NsD1sKco,https://p.scdn.co/mp3-preview/3e1a4ae4cede20773af284583241a0221796333b?cid=b8d3901151d34489a160e3cf0ab1fa94,96000.0,42.0,False,0.87,0.801,1.0,-9.177,1.0,0.079,0.258,0.347,0.128,0.857,100.074,4.0
5029,Don't Let Me DownThe Chainsmokers,The Chainsmokers,Don't Let Me Down,"['edm', 'electropop', 'pop', 'tropical house']",1i1fxkWeaMmKEB4T7zqbzK,https://p.scdn.co/mp3-preview/4f410d4293b502e25df3e782c443d1745382c3da?cid=b8d3901151d34489a160e3cf0ab1fa94,208373.0,81.0,False,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,4.0
5030,Live / DieNellie Pearl,Nellie Pearl,Live / Die,['deep new americana'],5BZCOU9qZAflBaDfuZ3NQO,https://p.scdn.co/mp3-preview/9d27084bf3e696c191582c9c2cd094a66a2e2664?cid=b8d3901151d34489a160e3cf0ab1fa94,222250.0,30.0,False,0.346,0.735,11.0,-6.937,1.0,0.0521,0.0685,0.339,0.126,0.473,166.798,4.0
5031,Bullet In The Head - DemoRage Against the Machine,Rage Against the Machine,Bullet In The Head - Demo,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",4rEPAJKYF5FuCN62NIYPOU,https://p.scdn.co/mp3-preview/868f1460aef85abc6514f798b86ce8d75af746d4?cid=b8d3901151d34489a160e3cf0ab1fa94,309173.0,37.0,True,0.404,0.834,4.0,-5.965,1.0,0.118,0.0362,0.000147,0.491,0.545,165.909,4.0
5032,Low (feat T-Pain) - Feat T-Pain Album VersionFlo Rida,Flo Rida,Low (feat T-Pain) - Feat T-Pain Album Version,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",,,,,,,,,,,,,,,,,
5033,Hoochie Coochie ManEric Clapton,Eric Clapton,Hoochie Coochie Man,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",1qNcvgvgpxqTcySVGdNdyN,https://p.scdn.co/mp3-preview/a10cadfa781475f4bbd93fe60bd9f6f42551e9d2?cid=b8d3901151d34489a160e3cf0ab1fa94,195800.0,37.0,False,0.613,0.446,4.0,-6.101,0.0,0.0564,0.493,0.00809,0.116,0.852,78.283,4.0
5034,Portabello RoadDavid Tomlinson,David Tomlinson,Portabello Road,"['disney', 'hollywood', 'movie tunes']",,,,,,,,,,,,,,,,,
5035,U Got The LookPrince,Prince,U Got The Look,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",2X6okzhnNPSzh9yxDMHHe3,https://p.scdn.co/mp3-preview/99012a75bc37d984b4a5ebb3d7ce55371356187f?cid=b8d3901151d34489a160e3cf0ab1fa94,227706.0,50.0,False,0.832,0.453,9.0,-15.012,1.0,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,4.0
5036,FlavaManny,Manny,Flava,['christmas instrumental'],5l40B5n4x1U6B7qTaJXPtN,https://p.scdn.co/mp3-preview/02095e6c6ff245a91b8e1a8dca559b29e975e8d4?cid=b8d3901151d34489a160e3cf0ab1fa94,111380.0,47.0,False,0.416,0.423,9.0,-15.069,0.0,0.248,0.97,0.928,0.206,0.41,76.372,4.0
5037,The GreatestKing,King,The Greatest,['adult standards'],7MhZa55xSOwyRQTsafEEjX,https://p.scdn.co/mp3-preview/9915f96c8ddbfd7db2d3ad790147ace72c500d68?cid=b8d3901151d34489a160e3cf0ab1fa94,237880.0,51.0,False,0.649,0.52,9.0,-7.513,0.0,0.0506,0.182,0.0,0.0524,0.331,146.973,4.0
5038,You Are My SunshineJohnny Cash,Johnny Cash,You Are My Sunshine,"['arkansas country', 'outlaw country']",76pllrWpfiCoLGhijQBYhO,,196733.0,59.0,False,0.421,0.257,9.0,-15.478,1.0,0.0893,0.842,1.07e-06,0.529,0.56,89.79,4.0
5039,Copperhead RoadSteve Earle,Steve Earle,Copperhead Road,"['alternative country', 'country rock', 'folk', 'heartland rock', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']",0VU5k3vCrpqDgUygMjiFYj,,269920.0,64.0,False,0.372,0.588,7.0,-15.493,1.0,0.0411,0.0213,0.000103,0.0525,0.706,162.874,4.0
5040,Shout (Parts 1 and 2)The Isley Brothers,The Isley Brothers,Shout (Parts 1 and 2),"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",1o8b7Nn4cpb8MneytnwUVm,https://p.scdn.co/mp3-preview/44a6dce509dab0fe94554ad6e641019dd683739f?cid=b8d3901151d34489a160e3cf0ab1fa94,267933.0,15.0,False,0.49,0.848,10.0,-7.375,1.0,0.105,0.743,0.0,0.931,0.501,138.474,4.0
5041,Do I Wanna Know?Arctic Monkeys,Arctic Monkeys,Do I Wanna Know?,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",5FVd6KXrgO9B3JPmC8OPst,https://p.scdn.co/mp3-preview/73e00a0a59c897b16d0fe30df43f7aeb2997079d?cid=b8d3901151d34489a160e3cf0ab1fa94,272394.0,83.0,False,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,4.0
5042,Fly Like an EagleThe Marshall Tucker Band,The Marshall Tucker Band,Fly Like an Eagle,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",5C1kiyf19ASRaACu8ZSKvO,https://p.scdn.co/mp3-preview/8c0d0387f4eb85a94e68eff9832b5cdcb4e02b4f?cid=b8d3901151d34489a160e3cf0ab1fa94,183160.0,29.0,False,0.493,0.687,7.0,-7.344,1.0,0.0301,0.0246,1.33e-05,0.0928,0.735,103.105,4.0
5043,Little BallerinaEmile Haynie,Emile Haynie,Little Ballerina,['buffalo ny indie'],2Zc88UXIORcnvHHeJNRd1b,,287333.0,30.0,False,0.568,0.629,2.0,-4.485,0.0,0.0362,0.46,0.000268,0.204,0.407,135.965,4.0
5044,Postcards from YouLife Below Elephants,Life Below Elephants,Postcards from You,[],6e34YMQxJitSjh15gK6LL6,https://p.scdn.co/mp3-preview/de5c358c292d54590335c96af59fa7938bf76c50?cid=b8d3901151d34489a160e3cf0ab1fa94,232888.0,49.0,False,0.559,0.66,11.0,-7.868,0.0,0.0257,0.00563,0.805,0.116,0.124,135.02,4.0
5045,Goin' Down SouthR.L. Burnside,R.L. Burnside,Goin' Down South,,,,,,,,,,,,,,,,,,
5046,HeroMariah Carey,Mariah Carey,Hero,"['dance pop', 'pop', 'r&b', 'urban contemporary']",4FCb4CUbFCMNRkI6lYc1zI,https://p.scdn.co/mp3-preview/cc03494b6954237706d6f2ac7b9ce189014f840a?cid=b8d3901151d34489a160e3cf0ab1fa94,257733.0,72.0,False,0.501,0.378,4.0,-9.37,1.0,0.029,0.735,0.0,0.119,0.178,119.987,4.0
5047,Diamonds And Pearls - EditPrince,Prince,Diamonds And Pearls - Edit,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",5lpv6SbsynNEvUVpLW74t0,https://p.scdn.co/mp3-preview/cbb7ff51f6ca6f932b539967a3a82aa442cc9f43?cid=b8d3901151d34489a160e3cf0ab1fa94,260093.0,34.0,False,0.548,0.659,7.0,-7.904,1.0,0.0345,0.0486,0.16,0.0676,0.267,81.001,4.0
5048,PopkoralHelge Lien Trio,Helge Lien Trio,Popkoral,"['contemporary jazz', 'dark jazz', 'jazz trio', 'norwegian jazz']",6escBA2tVhUpcc2M5YmtVk,https://p.scdn.co/mp3-preview/3b99c76e6425c2f1e75747f1b60f38f4c92f1fe3?cid=b8d3901151d34489a160e3cf0ab1fa94,267358.0,53.0,False,0.367,0.116,5.0,-21.437,1.0,0.0336,0.95,0.832,0.104,0.188,134.488,4.0
5049,Get Back - Remastered 2015The Beatles,The Beatles,Get Back - Remastered 2015,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",6zmQ8bzlDIfngjy0Ba3w46,,191773.0,56.0,False,0.703,0.636,7.0,-7.579,1.0,0.0376,0.186,0.0256,0.0959,0.218,122.921,4.0
5050,Somebody That I Used To KnowSeth Avett & Jessica Lea Mayfield,Seth Avett & Jessica Lea Mayfield,Somebody That I Used To Know,[],1cnvv6E1MiOtGs5R5i4FJn,https://p.scdn.co/mp3-preview/b6506781a50028f349a193f22688c2a77b07f065?cid=b8d3901151d34489a160e3cf0ab1fa94,143440.0,29.0,False,0.586,0.702,5.0,-5.793,1.0,0.0338,0.726,0.0,0.102,0.131,91.032,3.0
5051,Zombie EyedThe Dirty Nil,The Dirty Nil,Zombie Eyed,"['canadian punk', 'hamilton on indie']",2riNBqOwRnmAPyQmutSYrc,https://p.scdn.co/mp3-preview/dc01e38921544096fc27539c85a571afcd12e2a1?cid=b8d3901151d34489a160e3cf0ab1fa94,198746.0,32.0,False,0.0943,0.922,3.0,-5.677,1.0,0.0767,5.64e-06,0.661,0.432,0.505,183.884,4.0
5052,Slammin'Huey Lewis & The News,Huey Lewis & The News,Slammin',"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",6nuTtrDlX5tk000C1oSrlS,,273466.0,20.0,False,0.73,0.535,9.0,-13.431,1.0,0.0475,0.0494,0.75,0.0305,0.916,117.313,4.0
5053,Wherever You GoSublime with Rome,Sublime with Rome,Wherever You Go,['reggae rock'],38GuP87aSI8phjYj7TzZK8,https://p.scdn.co/mp3-preview/57b38fd4c75cab4bd78db9e6f6a5c5deb6205b65?cid=b8d3901151d34489a160e3cf0ab1fa94,211764.0,53.0,False,0.56,0.941,0.0,-3.499,1.0,0.1,0.00202,3.4e-05,0.626,0.541,92.965,4.0
5054,Fly At NightChilliwack,Chilliwack,Fly At Night,"['album rock', 'canadian indie', 'classic canadian rock']",7M0Q9ZGZdEQn0AHomogllv,https://p.scdn.co/mp3-preview/a9c1da34ac665f9cbc3bbd9f4fde08eed4c19c1e?cid=b8d3901151d34489a160e3cf0ab1fa94,293970.0,41.0,False,0.34,0.566,7.0,-15.999,1.0,0.0404,0.306,0.278,0.12,0.502,139.385,4.0
5055,I Got YouBebe Rexha,Bebe Rexha,I Got You,"['dance pop', 'pop', 'post-teen pop']",2jB9QaPJyVdz2Q0Va8rrnU,https://p.scdn.co/mp3-preview/dd63f6daba7ccb2bf0d56a74f77ffb167910e9fb?cid=b8d3901151d34489a160e3cf0ab1fa94,191786.0,63.0,False,0.606,0.887,9.0,-4.782,0.0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,4.0
5056,Can't Buy Me Love - Remastered 2009The Beatles,The Beatles,Can't Buy Me Love - Remastered 2009,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",3SdingSsFcZDZAyvcJbgAw,,131866.0,65.0,False,0.483,0.677,0.0,-5.91,1.0,0.0593,0.283,0.0,0.321,0.842,170.72,4.0
